name	source_name	category	kind	verdict	resolvable	metadata	pieces	footprint	top_tier	format	creator	licence	body	origin	origins	sha256	role	fit	gaps
hs_ashlands_sheepshank_villageskilodgecenter.blueprint	hs_ashlands_sheepshank_villageskilodgecenter.blueprint	portal	setpiece	PLACES_CLEAN	True	derived	13311	94.6x73.2x53.3	mistlands(1386)	blueprint	Sheepshank	none stated	reference	OverDrive/BiomeBlueprints	OverDrive/BiomeBlueprints	ad1d3232e793951e20ed30650a924a897d7df4620a69d6d13c622cfcfecca907	13311 pieces, 166 prefabs, 94.6x73.2x53.3 m, 93 stations, 12 beds, 9 portals	source biome tag: ashlands; material tier: mistlands. DERIVED from the measurements in `role` -- not a curated judgement	302 terrain rows discarded by Infinity Hammer (#Terrain) -- level the ground by hand, and strip them before the RCON route
hs_mistlands_enterpriseihv6.blueprint	hs_mistlands_enterpriseihv6.blueprint	portal	setpiece	PLACES_CLEAN	True	derived	10387	42.8x42.3x84.2	mistlands(195)	blueprint	Dana	none stated	reference	OverDrive/BiomeBlueprints	OverDrive/BiomeBlueprints	c0268d9fc63b08911c8ea64fd194d79712e1fae3fe4e852ccceeaa3540abfa84	10387 pieces, 131 prefabs, 42.8x42.3x84.2 m, 45 stations, 15 beds, 86 portals	source biome tag: mistlands; material tier: mistlands. DERIVED from the measurements in `role` -- not a curated judgement	117 terrain rows discarded by Infinity Hammer (#Terrain) -- level the ground by hand, and strip them before the RCON route
hs_ashlands_sheepshank_petalstronghold.blueprint	hs_ashlands_sheepshank_petalstronghold.blueprint	portal	setpiece	PLACES_CLEAN	True	derived	7112	63.0x60.7x18.2	ashlands(1110)	blueprint	Sheepshank	none stated	reference	OverDrive/BiomeBlueprints	OverDrive/BiomeBlueprints	562ef6f27ab3a9961d049d31cb2f01b193d16d813fe03a078da86698db9abda1	7112 pieces, 209 prefabs, 63.0x60.7x18.2 m, 65 stations, 7 beds, 3 portals	source biome tag: ashlands; material tier: ashlands. DERIVED from the measurements in `role` -- not a curated judgement	192 terrain rows discarded by Infinity Hammer (#Terrain) -- level the ground by hand, and strip them before the RCON route
hs_ashlands_lady_silvergrey_oceanflame.blueprint	hs_ashlands_lady_silvergrey_oceanflame.blueprint	portal	setpiece	PLACES_CLEAN	True	derived	6291	51.5x48.3x102.9	ashlands(3471)	blueprint	Lady Silvergrey	none stated	reference	OverDrive/BiomeBlueprints	OverDrive/BiomeBlueprints	2f78e610310d31ba79e5ff497416f22156236642a0b227617111076fcdb83587	6291 pieces, 46 prefabs, 51.5x48.3x102.9 m, 0 stations, 0 beds, 46 portals	source biome tag: ashlands; material tier: ashlands. DERIVED from the measurements in `role` -- not a curated judgement	140 terrain rows discarded by Infinity Hammer (#Terrain) -- level the ground by hand, and strip them before the RCON route
hs_ashlands_checkered_castle_with_lamps.blueprint	hs_ashlands_checkered_castle_with_lamps.blueprint	portal	setpiece	PLACES_CLEAN	True	derived	5795	61.7x76.6x29.9	ashlands(703)	blueprint	Talathar	none stated	reference	OverDrive/BiomeBlueprints	OverDrive/BiomeBlueprints	e32b1273c5625c809f0c9e143282466540ceaa1311ea482bcc488f25417e3c82	5795 pieces, 174 prefabs, 61.7x76.6x29.9 m, 38 stations, 2 beds, 15 portals	source biome tag: ashlands; material tier: ashlands. DERIVED from the measurements in `role` -- not a curated judgement	222 terrain rows discarded by Infinity Hammer (#Terrain) -- level the ground by hand, and strip them before the RCON route
hs_ashlands_neletit_portalhubtower.blueprint	hs_ashlands_neletit_portalhubtower.blueprint	portal	setpiece	PLACES_CLEAN	True	derived	5565	34.6x33.1x33.6	ashlands(2937)	blueprint	Neletit	none stated	reference	OverDrive/BiomeBlueprints	OverDrive/BiomeBlueprints	830e025878072bb3ab9ba313390afc385a1d0b4813eebf72ab51d5c034082fbe	5565 pieces, 48 prefabs, 34.6x33.1x33.6 m, 0 stations, 0 beds, 15 portals	source biome tag: ashlands; material tier: ashlands. DERIVED from the measurements in `role` -- not a curated judgement	79 terrain rows discarded by Infinity Hammer (#Terrain) -- level the ground by hand, and strip them before the RCON route
hs_swamp_michel_portals_tower.blueprint	hs_swamp_michel_portals_tower.blueprint	portal	setpiece	PLACES_CLEAN	True	derived	4989	20.1x23.1x42.0	swamp(420)	blueprint	Michel	none stated	reference	OverDrive/BiomeBlueprints	OverDrive/BiomeBlueprints	08bfd9b09d58ee74762879ce8e765cae37789ee1e65d0b99c19d3868575adbd0	4989 pieces, 18 prefabs, 20.1x23.1x42.0 m, 0 stations, 0 beds, 159 portals	source biome tag: swamp; material tier: swamp. DERIVED from the measurements in `role` -- not a curated judgement	47 terrain rows discarded by Infinity Hammer (#Terrain) -- level the ground by hand, and strip them before the RCON route
hs_ashlands_thrad_portal_nexus.blueprint	hs_ashlands_thrad_portal_nexus.blueprint	portal	setpiece	PLACES_CLEAN	True	derived	4744	38.2x42.2x19.0	ashlands(2204)	blueprint	Sirna	none stated	reference	OverDrive/BiomeBlueprints	OverDrive/BiomeBlueprints	7819844f7f6e0f4b475cc5132e7926e4b8d6e5b0be5c8f624efb69d7ac96e5db	4744 pieces, 57 prefabs, 38.2x42.2x19.0 m, 3 stations, 0 beds, 17 portals	source biome tag: ashlands; material tier: ashlands. DERIVED from the measurements in `role` -- not a curated judgement	106 terrain rows discarded by Infinity Hammer (#Terrain) -- level the ground by hand, and strip them before the RCON route
hs_ashlands_sheepshank_militarybarracks.blueprint	hs_ashlands_sheepshank_militarybarracks.blueprint	portal	setpiece	PLACES_CLEAN	True	derived	4738	42.4x70.4x25.5	ashlands(483)	blueprint	Sheepshank	none stated	reference	OverDrive/BiomeBlueprints	OverDrive/BiomeBlueprints	e9666d70dac5af1253c3731fd19960edd1eb03b0261ce3de138dcde926d8548f	4738 pieces, 145 prefabs, 42.4x70.4x25.5 m, 36 stations, 0 beds, 3 portals	source biome tag: ashlands; material tier: ashlands. DERIVED from the measurements in `role` -- not a curated judgement	163 terrain rows discarded by Infinity Hammer (#Terrain) -- level the ground by hand, and strip them before the RCON route
hs_ashlands_ugm_portalhub.blueprint	hs_ashlands_ugm_portalhub.blueprint	portal	setpiece	PLACES_CLEAN	True	derived	4319	46.3x46.3x15.9	ashlands(1135)	blueprint	Builder	none stated	reference	OverDrive/BiomeBlueprints	OverDrive/BiomeBlueprints	1f01645e174af563b0f992f06b0a5ec4e83201b1f2c4d83c3106cc72f5167dd9	4319 pieces, 56 prefabs, 46.3x46.3x15.9 m, 0 stations, 0 beds, 32 portals	source biome tag: ashlands; material tier: ashlands. DERIVED from the measurements in `role` -- not a curated judgement	121 terrain rows discarded by Infinity Hammer (#Terrain) -- level the ground by hand, and strip them before the RCON route
hs_plains_sneglehus_1_1.blueprint	hs_plains_sneglehus_1_1.blueprint	portal	setpiece	PLACES_CLEAN	True	derived	4305	51.3x51.4x22.3	mistlands(76)	blueprint	Mördar Erik	none stated	reference	OverDrive/BiomeBlueprints	OverDrive/BiomeBlueprints	77a5d1dcb18c10af4edfe66f40aa1cb0913b1f68b84c5d51deb6b008bf178309	4305 pieces, 97 prefabs, 51.3x51.4x22.3 m, 38 stations, 6 beds, 18 portals	source biome tag: plains; material tier: mistlands. DERIVED from the measurements in `role` -- not a curated judgement	140 terrain rows discarded by Infinity Hammer (#Terrain) -- level the ground by hand, and strip them before the RCON route
hs_ashlands_softpea_medievalbay.blueprint	hs_ashlands_softpea_medievalbay.blueprint	portal	setpiece	PLACES_CLEAN	True	derived	4213	42.1x30.9x40.0	ashlands(1795)	blueprint	Softpea	none stated	reference	OverDrive/BiomeBlueprints	OverDrive/BiomeBlueprints	f7529128ed6226189923bdbad9be6b0e24edd237ae5a686a6513d5bd7371177b	4213 pieces, 135 prefabs, 42.1x30.9x40.0 m, 41 stations, 2 beds, 10 portals	source biome tag: ashlands; material tier: ashlands. DERIVED from the measurements in `role` -- not a curated judgement	95 terrain rows discarded by Infinity Hammer (#Terrain) -- level the ground by hand, and strip them before the RCON route
hs_mistlands_eric_bloodaxe_prefab_large_fort.blueprint	hs_mistlands_eric_bloodaxe_prefab_large_fort.blueprint	portal	setpiece	PLACES_CLEAN	True	derived	4105	65.9x104.0x22.5	ashlands(15)	blueprint	Eric Bloodaxe	none stated	reference	OverDrive/BiomeBlueprints	OverDrive/BiomeBlueprints	1a50a0cf65fe7b713c8d09fec17668faef221546d170c388aa0931967def5aa0	4105 pieces, 89 prefabs, 65.9x104.0x22.5 m, 32 stations, 1 beds, 13 portals	source biome tag: mistlands; material tier: ashlands. DERIVED from the measurements in `role` -- not a curated judgement	292 terrain rows discarded by Infinity Hammer (#Terrain) -- level the ground by hand, and strip them before the RCON route
hs_ashlands_sheepshank_thomashofredux.blueprint	hs_ashlands_sheepshank_thomashofredux.blueprint	portal	setpiece	PLACES_CLEAN	True	derived	3904	53.7x32.6x32.0	ashlands(132)	blueprint	Sheepshank	none stated	reference	OverDrive/BiomeBlueprints	OverDrive/BiomeBlueprints	6ed2a30360202f9e6597ced114024a9977e85d9114ea2e58398a4fae595a20c0	3904 pieces, 83 prefabs, 53.7x32.6x32.0 m, 4 stations, 0 beds, 5 portals	source biome tag: ashlands; material tier: ashlands. DERIVED from the measurements in `role` -- not a curated judgement	106 terrain rows discarded by Infinity Hammer (#Terrain) -- level the ground by hand, and strip them before the RCON route
hs_ashlands_dana_libraryfinal.blueprint	hs_ashlands_dana_libraryfinal.blueprint	portal	setpiece	PLACES_CLEAN	True	derived	3829	42.0x28.2x30.5	ashlands(131)	blueprint	Dana	none stated	reference	OverDrive/BiomeBlueprints	OverDrive/BiomeBlueprints	dc846200f68ece51972aa7c431ea1b124e9e10268b7d47ad19ff82f49edeb5b6	3829 pieces, 91 prefabs, 42.0x28.2x30.5 m, 13 stations, 0 beds, 5 portals	source biome tag: ashlands; material tier: ashlands. DERIVED from the measurements in `role` -- not a curated judgement	86 terrain rows discarded by Infinity Hammer (#Terrain) -- level the ground by hand, and strip them before the RCON route
hs_ashlands_sheepshank_therefineryv2.blueprint	hs_ashlands_sheepshank_therefineryv2.blueprint	portal	setpiece	PLACES_CLEAN	True	derived	3823	52.7x52.4x22.5	ashlands(102)	blueprint	Sheepshank	none stated	reference	OverDrive/BiomeBlueprints	OverDrive/BiomeBlueprints	980c97211188a9035837c851cdfb955ced95f3a9af11a7ce180e367b05c84a35	3823 pieces, 133 prefabs, 52.7x52.4x22.5 m, 43 stations, 2 beds, 16 portals	source biome tag: ashlands; material tier: ashlands. DERIVED from the measurements in `role` -- not a curated judgement	144 terrain rows discarded by Infinity Hammer (#Terrain) -- level the ground by hand, and strip them before the RCON route
hs_ashlands_sheepshank_the_canary_house.blueprint	hs_ashlands_sheepshank_the_canary_house.blueprint	portal	setpiece	PLACES_CLEAN	True	derived	3764	52.0x53.1x17.2	ashlands(298)	blueprint	Sheepshank	none stated	reference	OverDrive/BiomeBlueprints	OverDrive/BiomeBlueprints	360b474a7b902ebc784034c51c5194e460c4c5101ef23b50891da50ce993093d	3764 pieces, 129 prefabs, 52.0x53.1x17.2 m, 41 stations, 8 beds, 5 portals	source biome tag: ashlands; material tier: ashlands. DERIVED from the measurements in `role` -- not a curated judgement	142 terrain rows discarded by Infinity Hammer (#Terrain) -- level the ground by hand, and strip them before the RCON route
hs_ashlands_sheepshank_fishtrapbistrofinal.blueprint	hs_ashlands_sheepshank_fishtrapbistrofinal.blueprint	portal	setpiece	PLACES_CLEAN	True	derived	3668	43.8x52.6x19.6	ashlands(172)	blueprint	Sheepshank	none stated	reference	OverDrive/BiomeBlueprints	OverDrive/BiomeBlueprints	144369dc3dae7aab2146955587535d50ba9e91620c07ec9228ce2e898c2f77ad	3668 pieces, 123 prefabs, 43.8x52.6x19.6 m, 26 stations, 0 beds, 3 portals	source biome tag: ashlands; material tier: ashlands. DERIVED from the measurements in `role` -- not a curated judgement	130 terrain rows discarded by Infinity Hammer (#Terrain) -- level the ground by hand, and strip them before the RCON route
hs_ashlands_mistrock_peak.blueprint	hs_ashlands_mistrock_peak.blueprint	portal	setpiece	PLACES_CLEAN	True	derived	3617	54.5x45.4x104.0	ashlands(589)	blueprint	Monkey	none stated	reference	OverDrive/BiomeBlueprints	OverDrive/BiomeBlueprints	915c9d6d9d2c26935de029d1b45f89eedfb1f0e250e3aa6741c04c31298655c6	3617 pieces, 124 prefabs, 54.5x45.4x104.0 m, 45 stations, 0 beds, 4 portals	source biome tag: ashlands; material tier: ashlands. DERIVED from the measurements in `role` -- not a curated judgement	139 terrain rows discarded by Infinity Hammer (#Terrain) -- level the ground by hand, and strip them before the RCON route
hs_ashlands_boggyexp_lavitating_portalhub.blueprint	hs_ashlands_boggyexp_lavitating_portalhub.blueprint	portal	setpiece	PLACES_CLEAN	True	derived	3564	34.7x38.6x21.8	ashlands(3037)	blueprint	BoggyExp	none stated	reference	OverDrive/BiomeBlueprints	OverDrive/BiomeBlueprints	dcc2384b22ee4ee1d3caa48cc49202a815b95cc445caa12385d2e1ec6f76e4f6	3564 pieces, 33 prefabs, 34.7x38.6x21.8 m, 0 stations, 0 beds, 7 portals	source biome tag: ashlands; material tier: ashlands. DERIVED from the measurements in `role` -- not a curated judgement	88 terrain rows discarded by Infinity Hammer (#Terrain) -- level the ground by hand, and strip them before the RCON route
hs_plains_sheepshank_mangohall.blueprint	hs_plains_sheepshank_mangohall.blueprint	portal	setpiece	PLACES_CLEAN	True	derived	3503	37.3x43.1x28.5	mistlands(71)	blueprint	Sheepshank	none stated	reference	OverDrive/BiomeBlueprints	OverDrive/BiomeBlueprints	d88757ae755eba0ee91995afdb80e2456a0697d9e7b207afe39b54894c48b852	3503 pieces, 95 prefabs, 37.3x43.1x28.5 m, 19 stations, 0 beds, 3 portals	source biome tag: plains; material tier: mistlands. DERIVED from the measurements in `role` -- not a curated judgement	106 terrain rows discarded by Infinity Hammer (#Terrain) -- level the ground by hand, and strip them before the RCON route
hs_mistlands_sheepshank_wizardtower.blueprint	hs_mistlands_sheepshank_wizardtower.blueprint	portal	setpiece	PLACES_CLEAN	True	derived	3425	89.1x22.6x54.1	mistlands(357)	blueprint	Sheepshank	none stated	reference	OverDrive/BiomeBlueprints	OverDrive/BiomeBlueprints	162915e4eb6ba2f678c7b6b1c904d09204fc166613d8d762ddf354c134e94f3c	3425 pieces, 128 prefabs, 89.1x22.6x54.1 m, 28 stations, 1 beds, 10 portals	source biome tag: mistlands; material tier: mistlands. DERIVED from the measurements in `role` -- not a curated judgement	126 terrain rows discarded by Infinity Hammer (#Terrain) -- level the ground by hand, and strip them before the RCON route
you-died-ocean-base.blueprint	you-died-ocean-base.blueprint	portal	setpiece	PLACES_CLEAN	True	curated	3400	60.4x64.9x26.0	ashlands(1386)	blueprint	YoU DiEd	none stated	reference	fleet corpus	fleet corpus	fb603c0858df33ab42f1757caf2a52bee414896661a45ffd74f841982b979ede	ocean platform with 14 portals	portal hub -- teleportall is ON, so this is unusually valuable here	
hs_mistlands_henkolymp.blueprint	hs_mistlands_henkolymp.blueprint	portal	setpiece	PLACES_CLEAN	True	derived	3285	93.2x93.7x13.0	mistlands(1734)	blueprint	Henk Debrook	none stated	reference	OverDrive/BiomeBlueprints	OverDrive/BiomeBlueprints	0fafab07472df971a672aacc12fc56b8252f2eeaa01206baac4596b2ec0274d1	3285 pieces, 51 prefabs, 93.2x93.7x13.0 m, 0 stations, 0 beds, 15 portals	source biome tag: mistlands; material tier: mistlands. DERIVED from the measurements in `role` -- not a curated judgement	357 terrain rows discarded by Infinity Hammer (#Terrain) -- level the ground by hand, and strip them before the RCON route
hs_ashlands_pvp_arena.blueprint	hs_ashlands_pvp_arena.blueprint	portal	setpiece	PLACES_CLEAN	True	derived	3115	56.5x57.1x14.0	ashlands(2257)	blueprint	Monkey	none stated	reference	OverDrive/BiomeBlueprints	OverDrive/BiomeBlueprints	baf96f6cd30908a4ff2054325e1399cb8286ecdab98814563083a6be3e92aefe	3115 pieces, 88 prefabs, 56.5x57.1x14.0 m, 4 stations, 0 beds, 5 portals	source biome tag: ashlands; material tier: ashlands. DERIVED from the measurements in `role` -- not a curated judgement	165 terrain rows discarded by Infinity Hammer (#Terrain) -- level the ground by hand, and strip them before the RCON route
hs_swamp_sheepshank_danamermhomefinal.blueprint	hs_swamp_sheepshank_danamermhomefinal.blueprint	portal	setpiece	PLACES_CLEAN	True	derived	3009	43.3x43.9x17.5	mistlands(16)	blueprint	Sheepshank	none stated	reference	OverDrive/BiomeBlueprints	OverDrive/BiomeBlueprints	8ac7b46d1d6802957bf3b5c13cb2cf6daca4813cda6f3637771af577851370ff	3009 pieces, 101 prefabs, 43.3x43.9x17.5 m, 28 stations, 8 beds, 5 portals	source biome tag: swamp; material tier: mistlands. DERIVED from the measurements in `role` -- not a curated judgement	117 terrain rows discarded by Infinity Hammer (#Terrain) -- level the ground by hand, and strip them before the RCON route
hs_ashlands_sheepshank_fluffydanatownhomes.blueprint	hs_ashlands_sheepshank_fluffydanatownhomes.blueprint	portal	setpiece	PLACES_CLEAN	True	derived	2936	30.5x26.1x18.5	ashlands(339)	blueprint	Sheepshank	none stated	reference	OverDrive/BiomeBlueprints	OverDrive/BiomeBlueprints	c36ea4b07769dfd7807668c5a2fa01b2d2bbfb20ec1929387261b8bf7155bbe6	2936 pieces, 128 prefabs, 30.5x26.1x18.5 m, 51 stations, 2 beds, 3 portals	source biome tag: ashlands; material tier: ashlands. DERIVED from the measurements in `role` -- not a curated judgement	68 terrain rows discarded by Infinity Hammer (#Terrain) -- level the ground by hand, and strip them before the RCON route
hs_plains_sheepshank_skeggoxmanor.blueprint	hs_plains_sheepshank_skeggoxmanor.blueprint	portal	setpiece	PLACES_CLEAN	True	derived	2857	47.1x47.1x14.0	mistlands(16)	blueprint	Sheepshank	none stated	reference	OverDrive/BiomeBlueprints	OverDrive/BiomeBlueprints	d1523eef9685018fd4ebb78d9869c4b3c6cabca56a760ce3da53d09ff98b3253	2857 pieces, 91 prefabs, 47.1x47.1x14.0 m, 19 stations, 3 beds, 4 portals	source biome tag: plains; material tier: mistlands. DERIVED from the measurements in `role` -- not a curated judgement	121 terrain rows discarded by Infinity Hammer (#Terrain) -- level the ground by hand, and strip them before the RCON route
hs_ashlands_sheepshank_rizzosretreatfinal.blueprint	hs_ashlands_sheepshank_rizzosretreatfinal.blueprint	portal	setpiece	PLACES_CLEAN	True	derived	2322	48.9x44.9x17.7	ashlands(252)	blueprint	Sheepshank	none stated	reference	OverDrive/BiomeBlueprints	OverDrive/BiomeBlueprints	a072a97d4ffef03d763e012172ce4e2fdf33aea52dfc43e3802239083bc53cea	2322 pieces, 138 prefabs, 48.9x44.9x17.7 m, 21 stations, 0 beds, 3 portals	source biome tag: ashlands; material tier: ashlands. DERIVED from the measurements in `role` -- not a curated judgement	128 terrain rows discarded by Infinity Hammer (#Terrain) -- level the ground by hand, and strip them before the RCON route
hs_ashlands_sheepshank_badgerforgefinal.blueprint	hs_ashlands_sheepshank_badgerforgefinal.blueprint	portal	setpiece	PLACES_CLEAN	True	derived	2247	27.1x36.4x16.0	ashlands(624)	blueprint	Sheepshank	none stated	reference	OverDrive/BiomeBlueprints	OverDrive/BiomeBlueprints	335edbe6cb3af5ee2a11ba5bd705932d996ec80101cf2db445014cd0e023d8fc	2247 pieces, 106 prefabs, 27.1x36.4x16.0 m, 25 stations, 0 beds, 4 portals	source biome tag: ashlands; material tier: ashlands. DERIVED from the measurements in `role` -- not a curated judgement	76 terrain rows discarded by Infinity Hammer (#Terrain) -- level the ground by hand, and strip them before the RCON route
hs_ashlands_sheepshank_myfirsthome.blueprint	hs_ashlands_sheepshank_myfirsthome.blueprint	portal	setpiece	PLACES_CLEAN	True	derived	2144	35.6x28.4x19.0	ashlands(220)	blueprint	Sheepshank	none stated	reference	OverDrive/BiomeBlueprints	OverDrive/BiomeBlueprints	84bb30aa032bebce5fe8efd22e792e9e6f626ef02f3fa800a086659e4bbdfc2b	2144 pieces, 119 prefabs, 35.6x28.4x19.0 m, 19 stations, 1 beds, 5 portals	source biome tag: ashlands; material tier: ashlands. DERIVED from the measurements in `role` -- not a curated judgement	72 terrain rows discarded by Infinity Hammer (#Terrain) -- level the ground by hand, and strip them before the RCON route
hs_blackforest_modestypooh_portalhub.blueprint	hs_blackforest_modestypooh_portalhub.blueprint	portal	setpiece	PLACES_CLEAN	True	derived	2026	39.2x39.2x9.6	mistlands(31)	blueprint	Modestypooh	none stated	reference	OverDrive/BiomeBlueprints	OverDrive/BiomeBlueprints	b67d369d63dd0db061f1a7ed5943330a8afe9294d2fce632057b743d4050781e	2026 pieces, 20 prefabs, 39.2x39.2x9.6 m, 4 stations, 0 beds, 30 portals	source biome tag: blackforest; material tier: mistlands. DERIVED from the measurements in `role` -- not a curated judgement	96 terrain rows discarded by Infinity Hammer (#Terrain) -- level the ground by hand, and strip them before the RCON route
hs_ashlands_l_le_de_bronze.blueprint	hs_ashlands_l_le_de_bronze.blueprint	portal	setpiece	PLACES_CLEAN	True	derived	1978	59.5x49.5x24.0	plains(1)	blueprint	LoKi	none stated	reference	OverDrive/BiomeBlueprints	OverDrive/BiomeBlueprints	14c5dd78697391b8398ae880593756870f922fc728271905e26a2e26fa33bf6d	1978 pieces, 90 prefabs, 59.5x49.5x24.0 m, 40 stations, 4 beds, 7 portals	source biome tag: ashlands; material tier: plains. DERIVED from the measurements in `role` -- not a curated judgement	154 terrain rows discarded by Infinity Hammer (#Terrain) -- level the ground by hand, and strip them before the RCON route
hs_plains_arthur_hall_of_portals.blueprint	hs_plains_arthur_hall_of_portals.blueprint	portal	setpiece	PLACES_CLEAN	True	derived	1932	39.8x27.7x18.2	swamp(38)	blueprint	Arthur	none stated	reference	OverDrive/BiomeBlueprints	OverDrive/BiomeBlueprints	df398b1479a781700deab50d9febe03d4a6da4d7bdbc06dd4e367acdb71b0c14	1932 pieces, 33 prefabs, 39.8x27.7x18.2 m, 3 stations, 0 beds, 15 portals	source biome tag: plains; material tier: swamp. DERIVED from the measurements in `role` -- not a curated judgement	76 terrain rows discarded by Infinity Hammer (#Terrain) -- level the ground by hand, and strip them before the RCON route
hs_mistlands_henkodrom.blueprint	hs_mistlands_henkodrom.blueprint	portal	setpiece	PLACES_CLEAN	True	derived	1649	44.4x60.0x15.0	mistlands(713)	blueprint	Henk Debrook	none stated	reference	OverDrive/BiomeBlueprints	OverDrive/BiomeBlueprints	3f24b1990f962deec0d9cc96ae19aae0db549d6c25eb1ebcf1c5b5a8f192ee26	1649 pieces, 51 prefabs, 44.4x60.0x15.0 m, 0 stations, 0 beds, 3 portals	source biome tag: mistlands; material tier: mistlands. DERIVED from the measurements in `role` -- not a curated judgement	141 terrain rows discarded by Infinity Hammer (#Terrain) -- level the ground by hand, and strip them before the RCON route
hs_blackforest_abzulute_caba_a_demons.blueprint	hs_blackforest_abzulute_caba_a_demons.blueprint	portal	setpiece	PLACES_CLEAN	True	derived	1609	53.4x62.4x12.8	meadows(1609)	blueprint	Abzulute	none stated	reference	OverDrive/BiomeBlueprints	OverDrive/BiomeBlueprints	bff330b3d16591d5f13de1cccc5f4ccdb1d066a856325e42fedf8f5a095859e2	1609 pieces, 53 prefabs, 53.4x62.4x12.8 m, 29 stations, 6 beds, 4 portals	source biome tag: blackforest; material tier: meadows. DERIVED from the measurements in `role` -- not a curated judgement	166 terrain rows discarded by Infinity Hammer (#Terrain) -- level the ground by hand, and strip them before the RCON route
hs_ashlands_20999_valheimian.blueprint	hs_ashlands_20999_valheimian.blueprint	portal	setpiece	PLACES_CLEAN	True	derived	1244	16.3x22.0x15.0	ashlands(584)	blueprint	Архитектор	none stated	reference	OverDrive/BiomeBlueprints	OverDrive/BiomeBlueprints	c0f28a1c3d1d4200868d96600ed36f762225f08a2672ad00acc4e9dd6fdbed9a	1244 pieces, 128 prefabs, 16.3x22.0x15.0 m, 37 stations, 1 beds, 4 portals	source biome tag: ashlands; material tier: ashlands. DERIVED from the measurements in `role` -- not a curated judgement	40 terrain rows discarded by Infinity Hammer (#Terrain) -- level the ground by hand, and strip them before the RCON route
hs_ashlands_feuersbrunst_henk.blueprint	hs_ashlands_feuersbrunst_henk.blueprint	portal	setpiece	PLACES_CLEAN	True	derived	1221	42.8x40.4x12.8	ashlands(34)	blueprint	Henk Vakker	none stated	reference	OverDrive/BiomeBlueprints	OverDrive/BiomeBlueprints	3faa20df3ddf77572cbf911047f9f0d6300dc1f033263f90c947b9c44d8db9c3	1221 pieces, 43 prefabs, 42.8x40.4x12.8 m, 0 stations, 0 beds, 4 portals	source biome tag: ashlands; material tier: ashlands. DERIVED from the measurements in `role` -- not a curated judgement	108 terrain rows discarded by Infinity Hammer (#Terrain) -- level the ground by hand, and strip them before the RCON route
salty-dick-portal-hub-final.blueprint	salty-dick-portal-hub-final.blueprint	portal	setpiece	PLACES_CLEAN	True	curated	1043	28.2x28.1x15.0	mistlands(20)	blueprint	Salty Dick	none stated	reference	offsetkeyz/valheim_mod_sync	offsetkeyz/valheim_mod_sync	7afcc658f10ee7333152ddec9c625499e909fe5081da61fe9800f553ae642af3	portal hub, 28 x 28 x 15 m, 8 portals, 1043 pieces	central portal hub. teleportall is ON here, so a hub is worth far more than in vanilla	
hs_ashlands_portalhub_dome.blueprint	hs_ashlands_portalhub_dome.blueprint	portal	setpiece	PLACES_CLEAN	True	derived	909	21.3x20.3x12.2	ashlands(216)	blueprint	Thysicus	none stated	reference	OverDrive/BiomeBlueprints	OverDrive/BiomeBlueprints	b498715029b3fc5b01d83b5bfd4e00497a6eebb727561a29440e480ae27108d0	909 pieces, 22 prefabs, 21.3x20.3x12.2 m, 0 stations, 0 beds, 14 portals	source biome tag: ashlands; material tier: ashlands. DERIVED from the measurements in `role` -- not a curated judgement	45 terrain rows discarded by Infinity Hammer (#Terrain) -- level the ground by hand, and strip them before the RCON route
hs_ashlands_builder_babe_portal_hub.blueprint	hs_ashlands_builder_babe_portal_hub.blueprint	portal	setpiece	PLACES_CLEAN	True	derived	905	30.3x29.3x8.0	mistlands(717)	blueprint	Builder Babe	none stated	reference	OverDrive/BiomeBlueprints	OverDrive/BiomeBlueprints	1206e0f16981d43ce5b04a2ffbea08c75649f2a5a1b9b7b2075c901431f0cef4	905 pieces, 10 prefabs, 30.3x29.3x8.0 m, 0 stations, 0 beds, 11 portals	source biome tag: ashlands; material tier: mistlands. DERIVED from the measurements in `role` -- not a curated judgement	70 terrain rows discarded by Infinity Hammer (#Terrain) -- level the ground by hand, and strip them before the RCON route
nurr-portalpyramid02.blueprint	nurr-portalpyramid02.blueprint	portal	setpiece	PLACES_CLEAN	True	curated	796	32.5x32.5x21.0	mistlands(751)	blueprint	Nurr	none stated	reference	offsetkeyz/valheim_mod_sync	offsetkeyz/valheim_mod_sync	11ac09baa9ccf5e66cea9e9a49d89279509bd3fde1d08ca898afa2b552b55aac	portal pyramid, 33 x 33 x 21 m, 8 portals, 796 pieces	secondary portal hub	
hs_plains_admin_veseljko_storage_hub_v1.blueprint	hs_plains_admin_veseljko_storage_hub_v1.blueprint	portal	setpiece	PLACES_CLEAN	True	derived	691	16.1x16.1x8.0	blackforest(276)	blueprint	Admin Veseljko	none stated	reference	OverDrive/BiomeBlueprints	OverDrive/BiomeBlueprints	755041b283ff0531e9b7a30db8dd2d986b136f95e32927d1b8befb490edeebe8	691 pieces, 30 prefabs, 16.1x16.1x8.0 m, 0 stations, 0 beds, 7 portals	source biome tag: plains; material tier: blackforest. DERIVED from the measurements in `role` -- not a curated judgement	36 terrain rows discarded by Infinity Hammer (#Terrain) -- level the ground by hand, and strip them before the RCON route
